Ticker,Name,Price,Expense Ratio,Category,Morning Star Rating,Net Assets,Holdings Turnover,Inception Date,Fund Family,Cash,Stocks,Bonds,Others,Preferred,Convertable,Basic Materials,Consumer Cyclical,Financial Services,Realestate,Consumer Defensive,Healthcare,Utilities,Communication Services,Energy,Industrials,Technology,Number Years Up,Number Years Down,YTD,1-Month,3-Month,1-Year,3-Year,5-Year,10-Year,Inception,Minimum Initial Investment,Minimum Subsequent Investment,Mutual Fund,ETF,Capture Date
SLMCX,Columbia Seligman Communications and Information Fund Class A,100.65,1.23,Technology,3,7.25B,37.00,1983-06-22,Columbia,0.81,99.12,0.00,0.00,0.07,0.00,0.00,1.11,3.31,0.18,0.00,0.00,0.00,11.22,0.00,3.70,80.49,29,7,11.61,-0.55,0.09,23.91,15.57,20.24,16.06,NULL,2000,0,True,False,2020-11-13
PACIX,Columbia Convertible Securities Fund Class A,27.94,1.13,Convertibles,4,2B,74.00,1987-09-24,Columbia,1.55,9.33,0.00,0.49,9.35,79.28,7.30,0.00,0.00,0.00,0.00,9.58,50.89,0.00,0.00,8.00,24.24,24,8,23.27,-0.57,4.95,31.07,15.57,13.58,11.10,NULL,2000,0,True,False,2020-11-13
NMDMX,Columbia Maryland Intermediate Municipal Bond Fund Class A,10.62,0.82,Muni Single State Interm,3,48.05M,15.00,1990-08-30,Columbia,0.11,0.00,99.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24,5,1.35,-0.30,-0.61,1.75,2.50,2.36,2.61,NULL,2000,0,True,False,2020-11-13
NMDBX,Columbia Maryland Intermediate Municipal Bond Fund Institutional Class,10.62,0.57,Muni Single State Interm,3,48.05M,15.00,1990-08-30,Columbia,0.11,0.00,99.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25,4,1.66,-0.28,-0.54,2.00,2.79,2.62,2.86,NULL,2000,0,True,False,2020-11-13
NVAFX,Columbia Virginia Intermediate Municipal Bond Fund Class A,10.77,0.81,Muni Single State Interm,3,147.49M,12.00,1989-12-04,Columbia,0.08,0.00,99.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25,5,2.18,-0.20,-0.60,2.42,2.74,2.30,2.52,NULL,2000,0,True,False,2020-11-13
NVABX,Columbia Virginia Intermediate Municipal Bond Fund Institutional Class,10.77,0.56,Muni Single State Interm,4,147.49M,12.00,1989-09-19,Columbia,0.08,0.00,99.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25,5,2.39,-0.18,-0.53,2.77,3.03,2.56,2.78,NULL,2000,0,True,False,2020-11-13
CNJFX,Commonwealth Japan Fund,4.3700,1.75,Japan Stock,2,6.34M,10.00,1989-07-09,Commonwealth Intl Series Tr,4.28,95.72,0.00,0.00,0.00,0.00,4.19,2.15,6.59,4.97,9.23,28.87,0.00,0.00,0.00,34.97,9.04,12,18,-4.73,-1.95,7.47,-2.18,1.80,4.08,3.71,NULL,200,0,True,False,2020-11-13
DRCVX,Comstock Capital Value Fund Class A,3.7300,6.09,Bear Market,1,4.06M,79.00,1985-10-09,Gabelli,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,22,-4.85,-0.27,-1.06,-9.25,-10.37,-13.38,-15.33,NULL,1000,0,True,False,2020-11-13
CONWX,Concorde Wealth Management Fund,16.40,1.94,Allocation--50% to 70% Equity,2,25.26M,24.00,1987-12-03,Concorde,6.64,59.55,23.71,9.58,0.00,0.45,9.94,19.60,2.54,10.27,2.40,7.68,0.00,14.14,14.29,10.86,8.29,24,8,-3.30,-1.46,-1.40,2.03,4.18,4.46,6.16,NULL,500,100,True,False,2020-11-13
DLTAX,Delaware Investments Ultrashort Fund Class A,10.02,0.40,Ultrashort Bond,3,86.03M,82.00,1988-03-09,Delaware Funds by Macquarie,6.44,0.00,82.94,10.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31,N/A,0.77,0.05,0.26,1.13,1.92,1.55,0.80,NULL,1000,100,True,False,2020-11-13
FIISX,Delaware Global Equity Fund Class A,6.96,1.41,World Large Stock,3,268.14M,97.00,1981-11-15,Delaware Funds by Macquarie,0.00,99.51,0.00,0.49,0.00,0.00,4.44,8.10,0.01,0.00,47.93,19.57,0.00,7.09,0.00,12.83,0.02,28,10,-5.54,-5.40,-4.10,-1.72,1.40,4.50,6.51,NULL,1000,100,True,False,2020-11-13
DFCIX,Delaware Smid Cap Growth Fund Class A,42.02,1.10,Mid-Cap Growth,5,3.61B,113.00,1986-03-26,Delaware Funds by Macquarie,0.15,99.85,0.00,0.00,0.00,0.00,0.00,17.17,0.00,0.00,5.29,30.49,0.00,7.60,0.00,10.22,29.23,26,7,53.45,-1.91,8.86,62.31,32.61,22.53,18.52,NULL,1000,100,True,False,2020-11-13
FISSX,Delaware Special Situations Fund Class A,20.67,1.27,Small Value,3,285.25M,43.00,1990-09-17,Delaware Funds by Macquarie,0.72,99.21,0.00,0.07,0.00,0.00,3.79,13.00,24.73,9.38,3.31,3.28,4.70,2.21,3.03,20.31,12.26,22,7,-23.36,4.28,1.58,-17.98,-7.74,0.22,5.72,NULL,1000,100,True,False,2020-11-13
FITRX,Delaware Total Return Fund Class A,15.21,1.12,Allocation--50% to 70% Equity,2,531.19M,40.00,1990-04-23,Delaware Funds by Macquarie,1.84,60.07,24.48,1.17,2.54,9.87,2.79,5.54,11.48,11.25,11.88,16.15,2.43,11.10,1.78,7.80,17.79,22,7,-9.39,-1.76,-1.25,-6.23,0.77,3.04,5.95,NULL,1000,100,True,False,2020-11-13
DEVLX,Delaware Small Cap Value Fund Class A,54.39,1.15,Small Value,3,3.96B,18.00,1987-06-23,Delaware Funds by Macquarie,3.07,96.86,0.00,0.07,0.00,0.00,3.81,12.67,25.12,9.44,3.28,3.27,4.74,2.15,2.87,20.25,12.41,22,10,-22.29,4.17,1.52,-17.06,-5.48,2.72,6.89,NULL,1000,100,True,False,2020-11-13
DEGGX,Delaware Strategic Income Fund Class A,8.44,0.84,Multisector Bond,2,44.99M,130.00,1985-08-15,Delaware Funds by Macquarie,4.43,0.00,87.69,0.00,1.15,4.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28,6,4.39,0.44,1.42,5.90,3.82,3.60,3.41,NULL,1000,100,True,False,2020-11-13
DTRIX,Delaware Limited-Term Diversified Income Fund Class A,8.41,0.54,Short-Term Bond,2,445.99M,123.00,1985-11-24,Delaware Funds by Macquarie,8.06,0.00,89.20,0.00,0.00,2.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31,3,3.19,-0.08,-0.17,3.14,2.19,2.15,1.60,NULL,1000,100,True,False,2020-11-13
EIITX,Delaware Tax-Exempt Opportunities Fund Class A,16.76,0.95,Muni National Long,2,330.79M,60.00,1990-07-25,Delaware Funds by Macquarie,0.00,0.00,99.87,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24,5,1.91,-0.43,-1.14,2.32,3.11,2.75,3.60,NULL,1000,100,True,False,2020-11-13
FICAX,Delaware Tax-Free California II Fund Class A,12.80,0.92,Muni California Long,2,35.48M,40.00,1987-02-22,Delaware Funds by Macquarie,0.00,0.00,99.19,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27,5,1.14,0.08,-0.40,1.49,2.99,2.74,3.66,NULL,1000,100,True,False,2020-11-13
FINJX,Delaware Tax-Free New Jersey Fund Class A,13.01,0.90,Muni New Jersey,2,32.03M,47.00,1988-09-12,Delaware Funds by Macquarie,0.00,0.00,96.94,3.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27,4,2.43,-0.25,-0.46,2.70,3.29,3.06,3.25,NULL,1000,100,True,False,2020-11-13
FNYFX,Delaware Tax-Free New York II Fund Class A,14.40,0.86,Muni New York Long,3,121.06M,27.00,1984-06-03,Delaware Funds by Macquarie,0.00,0.00,99.08,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29,6,1.69,-0.50,-1.16,2.08,3.08,2.67,3.20,NULL,1000,100,True,False,2020-11-13
DMTFX,Delaware Tax-Free USA Fund Class A,11.93,0.81,Muni National Long,3,611.6M,77.00,1984-01-10,Delaware Funds by Macquarie,0.00,0.00,99.05,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29,6,3.18,-0.31,-1.05,3.69,4.13,3.73,4.19,NULL,1000,100,True,False,2020-11-13
KNTAX,DWS New York Tax-Free Income Fund - Class A,10.85,0.85,Muni New York Long,3,271.14M,51.00,1985-12-30,DWS,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29,5,1.25,-0.16,-0.85,1.49,2.98,2.92,3.29,NULL,1000,50,True,False,2020-11-13
SCOBX,DWS International Growth Fund - Class S,43.12,0.94,Foreign Large Growth,3,538.52M,13.00,1986-07-22,DWS,1.91,98.09,0.00,0.00,0.00,0.00,4.47,9.83,14.84,0.02,8.07,17.50,0.01,7.66,1.45,15.10,21.07,23,10,3.51,-3.28,-0.26,9.37,5.02,6.87,6.31,NULL,2500,50,True,False,2020-11-13
KDHAX,DWS CROCI Equity Dividend Fund - Class A,49.24,1.03,Large Value,3,924.44M,40.00,1988-03-17,DWS,0.15,99.85,0.00,0.00,0.00,0.00,0.00,0.00,17.32,0.00,19.70,22.16,2.61,5.05,0.00,21.02,12.13,22,9,-20.87,-3.47,-3.27,-15.83,0.92,6.23,7.85,NULL,1000,50,True,False,2020-11-13
SHYTX,DWS Strategic High Yield Tax-Free Fund - Class S,11.95,0.64,High Yield Muni,3,983.16M,52.00,1987-01-21,DWS,0.14,0.00,99.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28,4,-0.08,-0.02,0.01,0.61,3.19,3.48,4.14,NULL,2500,50,True,False,2020-11-13
TISHX,DWS Communications Fund - Class A,30.84,1.67,Communications,3,96.09M,22.00,1984-01-17,DWS,1.73,94.21,1.45,0.00,0.00,2.61,0.00,1.43,0.00,2.71,0.00,0.00,0.00,93.36,0.00,0.00,2.50,25,10,11.32,1.63,2.46,16.78,9.09,7.69,8.64,NULL,1000,50,True,False,2020-11-13
SCMAX,DWS Massachusetts Tax Free Fund - Class S,14.75,0.65,Muni Massachusetts,4,360.19M,43.00,1987-05-27,DWS,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26,6,2.46,-0.22,-0.73,2.82,3.60,3.19,3.61,NULL,2500,50,True,False,2020-11-13
KCTAX,DWS California Tax-Free Income Fund - Class A,7.58,0.79,Muni California Long,2,680.76M,57.00,1983-02-16,DWS,0.14,0.00,99.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31,5,0.87,-0.06,-0.68,1.35,2.96,2.82,3.81,NULL,1000,50,True,False,2020-11-13
SCMTX,DWS Intermediate Tax-Free Fund - Class S,11.98,0.45,Muni National Interm,3,941.19M,41.00,1983-04-11,DWS,0.37,0.00,99.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32,4,2.88,-0.12,-0.34,3.23,3.34,2.85,3.16,NULL,2500,50,True,False,2020-11-13
DFCSX,DFA Continental Small Company Portfolio Institutional Class,26.91,0.53,Europe Stock,4,538.88M,13.00,1988-04-14,Dimensional Fund Advisors,0.28,99.61,0.00,0.11,0.00,0.00,7.67,10.94,12.97,6.89,5.47,6.14,4.23,4.79,1.88,25.66,13.35,22,9,-9.71,-5.66,-1.43,-2.63,-2.25,5.70,6.16,NULL,0,0,True,False,2020-11-13
DFGBX,DFA Five-Year Global Fixed Income Portfolio Institutional Class,10.89,0.26,World Bond-USD Hedged,2,13.29B,46.00,1990-11-05,Dimensional Fund Advisors,55.01,0.00,28.14,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27,2,1.49,0.18,0.18,1.64,2.29,2.09,2.16,NULL,0,0,True,False,2020-11-13
DFIGX,DFA Intermediate Government Fixed Income Portfolio Institutional Class,13.73,0.12,Intermediate Government,5,5.83B,25.00,1990-10-18,Dimensional Fund Advisors,0.47,0.00,99.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25,4,8.86,-1.08,-1.41,7.74,5.53,3.89,3.33,NULL,0,0,True,False,2020-11-13
DFIHX,DFA One-Year Fixed Income Portfolio Institutional Class,10.30,0.17,Ultrashort Bond,2,6.67B,30.00,1983-07-24,Dimensional Fund Advisors,69.22,0.00,30.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36,N/A,0.60,0.00,0.02,0.84,1.65,1.30,0.90,NULL,0,0,True,False,2020-11-13
DFFGX,DFA Short-Term Government Portfolio Institutional Class,10.56,0.19,Short Government,2,2.52B,58.00,1987-05-31,Dimensional Fund Advisors,42.96,0.00,57.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30,2,0.39,0.00,0.00,0.63,1.24,1.00,1.11,NULL,0,0,True,False,2020-11-13
DFJSX,DFA Japanese Small Company Portfolio Institutional Class,24.62,0.52,Japan Stock,3,466.83M,13.00,1986-01-30,Dimensional Fund Advisors,0.10,99.90,0.00,0.00,0.00,0.00,10.05,18.02,8.58,2.12,6.48,5.15,1.59,2.46,0.90,30.22,14.43,20,13,-5.84,-3.11,10.02,-2.32,-2.16,6.21,7.90,NULL,0,0,True,False,2020-11-13
DFUKX,DFA United Kingdom Small Company Portfolio Institutional Class,24.74,0.59,Miscellaneous Region,5,16.87M,9.00,1986-03-03,Dimensional Fund Advisors,0.14,99.86,0.00,0.00,0.00,0.00,7.50,18.75,14.84,3.25,7.97,3.36,1.42,2.68,1.83,30.38,8.02,20,13,-25.04,-0.84,2.06,-15.27,-5.42,-1.73,5.41,NULL,0,0,True,False,2020-11-13
DFSCX,DFA U.S. Micro Cap Portfolio Institutional Class,20.47,0.51,Small Blend,3,5.14B,15.00,1981-12-22,Dimensional Fund Advisors,0.85,99.11,0.00,0.00,0.04,0.00,5.62,14.53,20.68,0.80,4.76,11.61,1.76,2.80,3.28,20.47,13.70,27,11,-15.54,3.47,3.39,-9.87,-2.91,4.24,8.86,NULL,0,0,True,False,2020-11-13
DODIX,Dodge & Cox Income Fund,14.81,0.42,Intermediate Core-Plus Bond,4,66.49B,49.00,1989-01-02,Dodge & Cox,2.99,0.00,94.39,0.00,0.67,1.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25,5,6.73,-0.07,-0.64,7.17,5.42,4.98,4.34,NULL,2500,100,True,False,2020-11-13
KYSMX,Dupree Mutual Fund Kentucky Tax-Free Short-To-Medium Fund,5.44,0.78,Muni Single State Short,3,48.46M,2.75,1987-09-14,Dupree,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30,2,2.55,-0.05,-0.14,3.02,2.52,2.02,2.00,NULL,100,0,True,False,2020-11-13
ETHSX,Eaton Vance Worldwide Health Sciences Fund Class A,13.68,1.09,Health,3,997.57M,38.00,1985-07-25,Eaton Vance,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,27,7,1.53,-4.56,-3.53,10.38,11.35,6.96,12.46,NULL,1000,0,True,False,2020-11-13
EVGOX,Eaton Vance Government Opportunities Fund Class A,6.17,1.12,Short Government,4,451.18M,90.00,1984-08-23,Eaton Vance,7.02,0.00,92.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32,3,4.28,-0.01,0.45,4.40,2.50,1.75,1.48,NULL,1000,0,True,False,2020-11-13
EVTMX,Eaton Vance Dividend Builder Fund Class A,16.32,1.01,Large Blend,3,843.29M,55.00,1981-12-17,Eaton Vance,0.46,99.54,0.00,0.00,0.00,0.00,2.15,11.57,12.66,0.00,7.01,15.33,4.19,10.16,1.70,10.18,25.04,32,6,-2.12,-2.93,-0.66,3.80,8.32,9.21,10.64,NULL,1000,0,True,False,2020-11-13
ELDFX,Elfun Diversified Fund,21.02,0.30,Allocation--50% to 70% Equity,3,188.06M,162.00,1988-01-03,State Street Global Advisors,7.05,53.11,39.23,0.02,0.03,0.40,4.47,11.64,13.99,3.08,8.23,12.79,3.27,9.93,2.77,10.19,19.64,24,7,1.23,-1.59,-0.30,5.01,5.40,6.36,6.68,NULL,500,0,True,False,2020-11-13
EINFX,Elfun Income Fund,12.23,0.29,Intermediate Core-Plus Bond,3,241.35M,107.00,1984-12-30,State Street Global Advisors,11.21,0.00,86.46,0.00,0.07,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30,5,5.94,-0.27,-1.10,6.14,4.86,4.18,3.96,NULL,500,0,True,False,2020-11-13
EGLBX,Elfun International Equity Fund,25.10,0.38,Foreign Large Blend,3,169.05M,15.00,1988-01-03,State Street Global Advisors,2.82,97.18,0.00,0.00,0.00,0.00,7.29,10.26,15.25,0.00,10.09,13.57,0.00,3.92,2.20,20.45,16.97,20,11,-5.91,-3.63,0.13,-1.67,1.57,3.86,3.91,NULL,500,0,True,False,2020-11-13
EMRGX,Capital Emerging Markets Growth Fund Inc.,9.24,0.81,Diversified Emerging Mkts,4,1.81B,40.00,1986-05-29,Capital Group,1.56,97.74,0.01,0.69,0.00,0.00,2.55,13.30,21.53,10.37,2.59,18.37,1.27,14.90,2.91,3.28,8.94,21,12,3.03,-0.12,1.31,11.30,4.88,9.84,2.01,NULL,1000000,0,True,False,2020-11-13
AEPGX,American Funds EuroPacific Growth Fund Class A,63.23,0.84,Foreign Large Growth,3,161.35B,38.00,1984-04-15,American Funds,4.49,95.43,0.06,0.02,0.00,0.00,5.59,16.45,14.04,1.33,5.37,14.91,2.76,8.10,6.16,8.69,16.61,26,9,3.11,-0.98,2.63,9.66,3.91,7.28,5.98,NULL,250,50,True,False,2020-11-13
FEUGX,Federated Hermes Adjustable Rate Fund Service Shares,9.64,0.56,Short Government,2,161.83M,80.00,1985-12-02,Federated,7.46,0.00,92.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31,3,0.89,0.05,0.27,1.13,1.70,1.14,0.83,NULL,1000000,0,True,False,2020-11-13
FSTKX,Federated Hermes MDT Large Cap Value Fund Service Shares,27.71,0.99,Large Value,4,994.86M,81.00,1982-03-30,Federated,1.92,98.08,0.00,0.00,0.00,0.00,4.95,8.33,19.10,3.47,9.61,14.57,4.94,8.42,4.79,12.62,9.19,31,6,-9.65,-1.53,-0.98,-5.77,1.95,5.10,9.96,NULL,1000000,0,True,False,2020-11-13
KAUFX,Federated Hermes Kaufmann Fund Class R Shares,7.23,1.98,Mid-Cap Growth,4,7.48B,42.00,1986-02-20,Federated,14.34,85.65,0.00,0.01,0.00,0.00,16.64,7.93,4.69,3.47,0.45,36.16,1.33,0.08,0.00,7.13,22.12,28,5,13.67,-2.99,-2.71,21.64,17.50,15.94,13.54,NULL,0,0,True,False,2020-11-13
FGSAX,Federated Hermes MDT Mid Cap Growth Fund Class A Shares,48.35,1.15,Mid-Cap Growth,3,499.8M,179.00,1984-08-22,Federated,1.69,98.31,0.00,0.00,0.00,0.00,2.24,12.59,4.42,1.62,5.40,22.57,0.00,5.25,0.08,12.69,33.12,25,10,13.32,-0.16,0.00,18.07,13.58,13.31,12.45,NULL,1500,100,True,False,2020-11-13
LEIFX,Federated Hermes Equity Income Fund Inc. Class A Shares,22.01,1.12,Large Value,2,716.1M,97.00,1986-12-29,Federated,0.90,99.10,0.00,0.00,0.00,0.00,4.57,7.34,19.74,4.71,10.55,11.90,5.45,7.15,3.42,14.17,11.00,24,9,-10.09,-2.14,0.19,-5.28,0.27,3.55,7.68,NULL,1500,100,True,False,2020-11-13
FGOIX,Federated Hermes Government Income Securities Inc Class F Shares,9.18,1.01,Intermediate Government,3,158.4M,71.00,1986-04-03,Federated,9.06,0.00,90.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30,3,5.01,-0.64,-0.90,4.70,3.67,2.65,2.37,NULL,1500,100,True,False,2020-11-13
FICMX,Federated Hermes Government Income Fund Institutional Shares,10.51,0.64,Intermediate Government,3,259.59M,302.00,1982-03-29,Federated,6.18,0.00,93.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35,2,3.86,-0.11,-0.04,4.19,3.39,2.58,2.37,NULL,1000000,0,True,False,2020-11-13
FHYTX,Federated Hermes Opportunistic High Yield Bond Fund Service Shares,6.63,0.98,High Yield Bond,4,639.54M,31.00,1984-08-22,Federated,3.10,7.94,88.96,0.00,0.00,0.00,14.51,32.74,0.00,3.01,0.00,2.57,9.71,15.55,9.49,0.00,12.42,27,8,-0.79,0.51,0.78,2.07,3.04,5.03,6.61,NULL,1000000,0,True,False,2020-11-13
CAPAX,Federated Hermes Capital Income Fund Class A Shares,8.25,0.90,Allocation--30% to 50% Equity,2,948.35M,59.00,1988-05-26,Federated,3.25,38.61,53.54,0.01,2.82,1.03,2.88,12.29,16.42,4.31,10.10,12.09,4.83,8.86,2.42,10.68,15.13,24,7,-0.29,-0.96,0.28,2.93,3.00,4.25,5.01,NULL,1500,100,True,False,2020-11-13
FSTIX,Federated Hermes Short-Term Income Fund Service Shares,8.69,0.66,Short-Term Bond,3,1.91B,39.00,1986-06-30,Federated,6.76,0.00,91.97,0.01,0.00,1.26,0.00,23.02,0.00,0.00,0.00,0.00,0.00,19.84,57.14,0.00,0.00,31,2,2.70,0.11,0.57,2.83,2.80,2.30,1.84,NULL,1000000,0,True,False,2020-11-13
FISPX,Federated Hermes Max-Cap Index Fund Institutional Shares,10.58,0.37,Large Blend,4,258.7M,32.00,1990-07-10,Federated,3.30,96.70,0.00,0.00,0.00,0.00,2.26,11.29,12.91,2.70,7.56,14.28,3.02,10.76,2.07,8.39,24.77,24,5,2.45,-2.72,0.22,9.16,9.99,11.39,12.75,NULL,1000000,0,True,False,2020-11-13
FIMTX,Federated Hermes Intermediate Municipal Fund Service Shares,10.48,0.70,Muni National Interm,3,111.91M,28.00,1985-12-25,Federated,0.01,0.00,99.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30,4,2.72,-0.25,-0.54,3.24,3.38,3.18,3.35,NULL,1000000,0,True,False,2020-11-13
ISHIX,Federated Hermes Corporate Bond Fund Class F Shares,9.97,0.86,Corporate Bond,3,1.55B,18.00,1987-05-19,Federated,3.17,0.05,96.58,0.00,0.00,0.19,0.00,22.84,0.00,0.00,0.00,0.00,0.00,19.85,57.31,0.00,0.00,26,6,5.07,-0.25,-1.24,6.01,5.26,5.54,4.93,NULL,1500,100,True,False,2020-11-13
FHTFX,Federated Hermes Municipal High Yield Advantage Fund Class F Shares,8.91,0.89,High Yield Muni,3,544.75M,27.00,1987-04-09,Federated,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27,5,-0.82,-0.04,0.21,-0.25,3.51,3.76,4.81,NULL,1500,100,True,False,2020-11-13
OMIFX,Federated Hermes Ohio Municipal Income Fund Class F Shares,11.42,0.92,Muni Ohio,3,146.56M,8.00,1990-10-11,Federated,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25,4,2.28,-0.19,-0.46,2.60,3.04,2.90,3.25,NULL,1500,100,True,False,2020-11-13
PAMFX,Federated Hermes Pennsylvania Municipal Income Fund Class A Shares,11.10,0.76,Muni Pennsylvania,3,157.54M,8.00,1990-10-10,Federated,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25,4,2.40,-0.27,-0.51,2.71,3.44,3.26,3.55,NULL,1500,100,True,False,2020-11-13
FSHIX,Federated Hermes Short-Intermediate Duration Municipal Trust Institutional Shares,10.34,0.46,Muni National Short,4,938.95M,49.00,1981-08-19,Federated,0.64,0.00,99.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37,1,1.01,-0.10,0.20,1.38,1.79,1.53,1.73,NULL,1000000,0,True,False,2020-11-13
FIGTX,Federated Hermes Short-Intermediate Government Fund Institutional Shares,11.34,0.60,Short Government,5,327.02M,33.00,1983-02-17,Federated,0.57,0.00,99.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33,3,5.48,-0.35,-0.33,5.10,3.51,2.26,1.51,NULL,1000000,0,True,False,2020-11-13
FSGVX,Federated Hermes Short-Term Government Fund Institutional Shares,10.42,0.54,Short Government,2,152.54M,110.00,1984-03-14,Federated,2.63,0.00,97.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32,3,2.82,-0.13,-0.08,2.87,2.28,1.50,0.80,NULL,1000000,0,True,False,2020-11-13
FAMVX,FAM Value Fund Investor Class,83.50,1.19,Mid-Cap Growth,2,1.26B,7.00,1987-01-01,FAM,5.47,94.53,0.00,0.00,0.00,0.00,7.58,15.58,27.19,0.00,2.51,3.80,0.00,0.00,1.39,22.50,19.44,24,8,-6.59,-1.72,0.52,-1.95,5.85,8.36,10.43,NULL,500,50,True,False,2020-11-13
FAIGX,Fidelity Advisor Balanced Fund Class M,25.21,1.10,Allocation--50% to 70% Equity,5,4.68B,92.00,1987-01-05,Fidelity Investments,3.67,67.42,28.20,0.16,0.01,0.55,2.48,11.81,11.90,2.72,7.38,13.81,2.47,10.23,2.71,6.92,27.58,24,8,7.79,-1.59,1.07,13.24,9.00,9.15,9.28,NULL,0,0,True,False,2020-11-13
EQPGX,Fidelity Advisor Equity Growth Fund Class I,18.86,0.75,Large Growth,4,3.92B,49.00,1983-11-21,Fidelity Investments,1.07,98.75,0.00,0.18,0.00,0.00,1.10,13.49,3.03,0.17,4.22,17.03,0.00,15.69,1.45,5.80,38.01,28,8,25.62,-1.59,3.03,35.51,19.27,18.21,16.54,NULL,0,0,True,False,2020-11-13
EQPIX,Fidelity Advisor Equity Income Fund Class I,29.05,0.67,Large Value,3,1.22B,48.00,1983-04-24,Fidelity Investments,1.80,97.62,0.20,0.38,0.00,0.00,2.16,5.68,17.60,3.38,10.38,20.00,8.87,8.38,4.27,9.14,10.14,29,7,-15.16,-1.71,-1.86,-8.98,0.59,4.88,8.20,NULL,0,0,True,False,2020-11-13
